locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJIGEHEJ_00344	CDS	759	cynR_2		COG0583	HTH-type transcriptional regulator CynR
IJIGEHEJ_00345	CDS	126	hcaR		COG0583	Hca operon transcriptional activator HcaR
IJIGEHEJ_00346	CDS	435				hypothetical protein
IJIGEHEJ_00347	CDS	642				hypothetical protein
IJIGEHEJ_00348	CDS	855				hypothetical protein
IJIGEHEJ_00349	CDS	714	glvR		COG1737	HTH-type transcriptional regulator GlvR
IJIGEHEJ_00350	CDS	609		2.3.1.-		Putative acetyltransferase
IJIGEHEJ_00351	CDS	633	indB	3.-.-.-	COG0546	putative phosphatase IndB
IJIGEHEJ_00352	CDS	1281				hypothetical protein
IJIGEHEJ_00353	CDS	816				hypothetical protein
IJIGEHEJ_00354	CDS	534				hypothetical protein
IJIGEHEJ_00355	CDS	1275				hypothetical protein
IJIGEHEJ_00356	CDS	552				hypothetical protein
IJIGEHEJ_00357	CDS	1680				hypothetical protein
IJIGEHEJ_00358	CDS	633				hypothetical protein
IJIGEHEJ_00359	CDS	390				hypothetical protein
IJIGEHEJ_00360	CDS	402	spx_1		COG1393	Global transcriptional regulator Spx
IJIGEHEJ_00361	CDS	606				hypothetical protein
IJIGEHEJ_00362	CDS	753	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
IJIGEHEJ_00363	CDS	681	cdr_1	1.8.1.14	COG0446	Coenzyme A disulfide reductase
IJIGEHEJ_00364	CDS	993	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
IJIGEHEJ_00365	CDS	1146	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
IJIGEHEJ_00366	CDS	450				hypothetical protein
IJIGEHEJ_00367	CDS	1395	hsrA		COG0477	putative transport protein HsrA
IJIGEHEJ_00368	CDS	1290	eno	4.2.1.11	COG0148	Enolase
IJIGEHEJ_00369	CDS	1227	kdpB_1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
IJIGEHEJ_00370	CDS	1044	kdpB_2	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
IJIGEHEJ_00371	CDS	975		1.3.1.103		2-haloacrylate reductase
IJIGEHEJ_00372	CDS	1101				hypothetical protein
IJIGEHEJ_00373	CDS	1146				hypothetical protein
IJIGEHEJ_00374	CDS	534				hypothetical protein
IJIGEHEJ_00375	CDS	369				hypothetical protein
IJIGEHEJ_00376	CDS	2397	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
IJIGEHEJ_00377	CDS	507				hypothetical protein
IJIGEHEJ_00378	CDS	942	drrA2	7.6.2.2		Daunorubicin resistance ATP-binding protein DrrA2
IJIGEHEJ_00379	CDS	771	drrB1			Daunorubicin resistance ABC transporter permease protein DrrB1
IJIGEHEJ_00380	CDS	1206				hypothetical protein
IJIGEHEJ_00381	CDS	708	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
IJIGEHEJ_00382	CDS	1023				hypothetical protein
IJIGEHEJ_00383	CDS	1239	pepT	3.4.11.4		Peptidase T
IJIGEHEJ_00384	CDS	2604	clpB		COG0542	Chaperone protein ClpB
IJIGEHEJ_00385	CDS	141				hypothetical protein
IJIGEHEJ_00386	CDS	201				hypothetical protein
IJIGEHEJ_00387	CDS	3351	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
IJIGEHEJ_00388	CDS	963	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
IJIGEHEJ_00389	CDS	1761	pyk	2.7.1.40		Pyruvate kinase
IJIGEHEJ_00390	CDS	459				hypothetical protein
IJIGEHEJ_00391	CDS	888	cvfB			Conserved virulence factor B
IJIGEHEJ_00392	CDS	918	xerD			Tyrosine recombinase XerD
IJIGEHEJ_00393	CDS	384				hypothetical protein
IJIGEHEJ_00394	CDS	768	scpA		COG1354	Segregation and condensation protein A
IJIGEHEJ_00395	CDS	600	scpB		COG1386	Segregation and condensation protein B
IJIGEHEJ_00396	CDS	717	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
IJIGEHEJ_00397	CDS	585	ribU		COG3601	Riboflavin transporter RibU
IJIGEHEJ_00398	CDS	1044	ypbB		COG4955	Protein YpbB
IJIGEHEJ_00399	CDS	1440	recS	5.6.2.4	COG0514	putative ATP-dependent DNA helicase RecS
IJIGEHEJ_00400	CDS	633				hypothetical protein
IJIGEHEJ_00401	CDS	687	cmk	2.7.4.25		Cytidylate kinase
IJIGEHEJ_00402	CDS	1290	rps1		COG0539	Small ribosomal subunit protein bS1
IJIGEHEJ_00403	CDS	1311	der		COG1160	GTPase Der
IJIGEHEJ_00404	CDS	276	hup		COG0776	DNA-binding protein HU
IJIGEHEJ_00405	CDS	1269	ypiA		COG0457	TPR repeat-containing protein YpiA
IJIGEHEJ_00406	CDS	798	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
IJIGEHEJ_00407	CDS	786	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
IJIGEHEJ_00408	CDS	1224	cca	2.7.7.72		CCA-adding enzyme
IJIGEHEJ_00409	CDS	453				hypothetical protein
IJIGEHEJ_00410	CDS	1911	ettA	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
IJIGEHEJ_00411	CDS	951	thyA	2.1.1.45	COG0207	Thymidylate synthase
IJIGEHEJ_00412	CDS	492	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
IJIGEHEJ_00413	CDS	852			COG1307	DegV domain-containing protein
IJIGEHEJ_00414	CDS	945				hypothetical protein
IJIGEHEJ_00415	CDS	645				hypothetical protein
IJIGEHEJ_00416	CDS	222				hypothetical protein
IJIGEHEJ_00417	CDS	1479	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
IJIGEHEJ_00418	CDS	1476	bmr3_1		COG2814	Multidrug resistance protein 3
IJIGEHEJ_00419	CDS	1059	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
IJIGEHEJ_00420	CDS	699				hypothetical protein
IJIGEHEJ_00421	CDS	930				hypothetical protein
IJIGEHEJ_00422	CDS	1149				hypothetical protein
IJIGEHEJ_00423	CDS	228				hypothetical protein
IJIGEHEJ_00424	CDS	855	rbgA		COG1161	Ribosome biogenesis GTPase A
IJIGEHEJ_00425	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
IJIGEHEJ_00426	CDS	867				hypothetical protein
IJIGEHEJ_00427	CDS	2148	topA	5.6.2.1	COG0550	DNA topoisomerase 1
IJIGEHEJ_00428	CDS	1326	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
IJIGEHEJ_00429	CDS	945	xerC_1		COG4974	Tyrosine recombinase XerC
IJIGEHEJ_00430	CDS	543	hslV	3.4.25.2		ATP-dependent protease subunit HslV
IJIGEHEJ_00431	CDS	1419	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
IJIGEHEJ_00432	CDS	879	lacX			Protein LacX, plasmid
IJIGEHEJ_00433	CDS	627	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
IJIGEHEJ_00434	CDS	2007	parE			DNA topoisomerase IV subunit B ParE
IJIGEHEJ_00435	CDS	2451	parC			DNA topoisomerase IV subunit A ParC
IJIGEHEJ_00436	CDS	960	hdfR_1			HTH-type transcriptional regulator HdfR
IJIGEHEJ_00437	CDS	930	ppaC	3.6.1.1		putative manganese-dependent inorganic pyrophosphatase
IJIGEHEJ_00438	CDS	435	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
IJIGEHEJ_00439	CDS	516	msrA_3	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
IJIGEHEJ_00440	CDS	201				hypothetical protein
IJIGEHEJ_00441	CDS	855				hypothetical protein
IJIGEHEJ_00442	CDS	1521				hypothetical protein
IJIGEHEJ_00443	CDS	1305				hypothetical protein
IJIGEHEJ_00444	CDS	399				hypothetical protein
IJIGEHEJ_00445	CDS	1350	garB_1	1.8.1.16		Glutathione amide reductase
IJIGEHEJ_00446	CDS	438	mgrA		COG1846	HTH-type transcriptional regulator MgrA
IJIGEHEJ_00447	CDS	528	paiA	2.3.1.57	COG0456	Spermidine/spermine N(1)-acetyltransferase
IJIGEHEJ_00448	CDS	1899	tarL	2.7.8.47		Teichoic acid poly(ribitol-phosphate) polymerase
IJIGEHEJ_00449	CDS	1122	tarK	2.7.8.46		Teichoic acid ribitol-phosphate primase
IJIGEHEJ_00450	CDS	1026	tarJ'	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 2
IJIGEHEJ_00451	CDS	660	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
IJIGEHEJ_00452	CDS	1350				hypothetical protein
IJIGEHEJ_00453	CDS	1593	lutP		COG1620	L-lactate permease
IJIGEHEJ_00454	CDS	351				hypothetical protein
IJIGEHEJ_00455	CDS	885				hypothetical protein
IJIGEHEJ_00456	CDS	1341	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
IJIGEHEJ_00457	CDS	858				hypothetical protein
IJIGEHEJ_00458	CDS	825				hypothetical protein
IJIGEHEJ_00459	CDS	309				hypothetical protein
IJIGEHEJ_00460	CDS	333				hypothetical protein
IJIGEHEJ_00461	CDS	1188				hypothetical protein
IJIGEHEJ_00462	CDS	789				hypothetical protein
IJIGEHEJ_00463	CDS	297				hypothetical protein
IJIGEHEJ_00464	CDS	741				hypothetical protein
IJIGEHEJ_00465	CDS	738				hypothetical protein
IJIGEHEJ_00466	CDS	435		2.3.1.-		Acetyltransferase
IJIGEHEJ_00467	CDS	870	degV_1		COG1307	Protein DegV
IJIGEHEJ_00468	CDS	423				hypothetical protein
IJIGEHEJ_00469	CDS	1707	rqcH_1		COG1293	Rqc2 RqcH
IJIGEHEJ_00470	CDS	762				hypothetical protein
IJIGEHEJ_00471	CDS	900	bcrA_2			Bacitracin transport ATP-binding protein BcrA
IJIGEHEJ_00472	CDS	495				hypothetical protein
IJIGEHEJ_00473	CDS	156				hypothetical protein
IJIGEHEJ_00474	CDS	726				hypothetical protein
IJIGEHEJ_00475	CDS	372				hypothetical protein
IJIGEHEJ_00476	CDS	141				hypothetical protein
IJIGEHEJ_00477	CDS	465		2.3.1.28		Chloramphenicol acetyltransferase
IJIGEHEJ_00478	CDS	120				hypothetical protein
IJIGEHEJ_00479	CDS	396	fra		COG5646	Intracellular iron chaperone frataxin
IJIGEHEJ_00480	CDS	600	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
IJIGEHEJ_00481	CDS	2562	purT	6.3.1.21		Formate-dependent phosphoribosylglycinamide formyltransferase
IJIGEHEJ_00482	CDS	1083	pyrAA_1	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
IJIGEHEJ_00483	CDS	525	pyrR_1			Bifunctional protein pyrR
IJIGEHEJ_00484	CDS	924	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IJIGEHEJ_00485	CDS	450	lspA	3.4.23.36		Lipoprotein signal peptidase
IJIGEHEJ_00486	CDS	1656	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
IJIGEHEJ_00487	CDS	387				hypothetical protein
IJIGEHEJ_00488	CDS	387				hypothetical protein
IJIGEHEJ_00489	CDS	1107	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
IJIGEHEJ_00490	CDS	591				hypothetical protein
IJIGEHEJ_00491	CDS	195				hypothetical protein
IJIGEHEJ_00492	CDS	1080				hypothetical protein
IJIGEHEJ_00493	CDS	678	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
IJIGEHEJ_00494	CDS	753				hypothetical protein
IJIGEHEJ_00495	CDS	459				hypothetical protein
IJIGEHEJ_00496	CDS	969	mccF_1			Microcin C7 self-immunity protein MccF
IJIGEHEJ_00497	CDS	1338				hypothetical protein
IJIGEHEJ_00498	CDS	489				hypothetical protein
IJIGEHEJ_00499	CDS	1080	mccF_2			Microcin C7 self-immunity protein MccF
IJIGEHEJ_00500	CDS	1044				hypothetical protein
IJIGEHEJ_00501	CDS	408				hypothetical protein
IJIGEHEJ_00502	CDS	753				hypothetical protein
IJIGEHEJ_00503	CDS	1365	jefA		COG0477	Drug efflux pump JefA
IJIGEHEJ_00504	CDS	297				hypothetical protein
IJIGEHEJ_00505	CDS	1203	ypsC	2.1.1.-	COG0116	Putative RNA methyltransferase YpsC
IJIGEHEJ_00506	CDS	123				hypothetical protein
IJIGEHEJ_00507	CDS	342	gpsB_2		COG3599	Cell cycle protein GpsB
IJIGEHEJ_00508	CDS	570				hypothetical protein
IJIGEHEJ_00509	CDS	624	recU	3.1.21.10	COG3331	Holliday junction resolvase RecU
IJIGEHEJ_00510	CDS	2304	ponA		COG0744	Penicillin-binding protein 1A
IJIGEHEJ_00511	CDS	954	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IJIGEHEJ_00512	CDS	1011				hypothetical protein
IJIGEHEJ_00513	CDS	1662				hypothetical protein
IJIGEHEJ_00514	CDS	501				Putative universal stress protein
IJIGEHEJ_00515	CDS	858				hypothetical protein
IJIGEHEJ_00516	CDS	672	metP_1		COG2011	Methionine import system permease protein MetP
IJIGEHEJ_00517	CDS	1068	metN	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
IJIGEHEJ_00518	CDS	201				hypothetical protein
IJIGEHEJ_00519	CDS	726	dnaD		COG3935	Replicative helicase loading/DNA remodeling protein DnaD
IJIGEHEJ_00520	CDS	1299	asnS_2	6.1.1.22		Asparagine--tRNA ligase
IJIGEHEJ_00521	CDS	1206		2.6.1.1		Aspartate aminotransferase
IJIGEHEJ_00522	CDS	501				hypothetical protein
IJIGEHEJ_00523	CDS	2805	dinG_1	3.1.-.-		3'-5' exonuclease DinG
IJIGEHEJ_00524	CDS	939	galK_1	2.7.1.6		Galactokinase
IJIGEHEJ_00525	CDS	978				hypothetical protein
IJIGEHEJ_00526	CDS	1092		2.7.4.2		Phosphomevalonate kinase
IJIGEHEJ_00527	CDS	1047	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
IJIGEHEJ_00528	CDS	1014		5.1.3.21	COG2017	Maltose epimerase
IJIGEHEJ_00529	CDS	2247	malP_1	2.4.1.8		Maltose phosphorylase
IJIGEHEJ_00530	CDS	1347				hypothetical protein
IJIGEHEJ_00531	CDS	873				hypothetical protein
IJIGEHEJ_00532	CDS	1368	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
IJIGEHEJ_00533	CDS	816	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
IJIGEHEJ_00534	CDS	1500	bcaP_1		COG0531	Branched-chain amino acid permease BcaP
IJIGEHEJ_00535	CDS	1350		5.1.1.21		Isoleucine 2-epimerase
IJIGEHEJ_00536	CDS	273				hypothetical protein
IJIGEHEJ_00537	CDS	300				hypothetical protein
IJIGEHEJ_00538	CDS	777				hypothetical protein
IJIGEHEJ_00539	CDS	918	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
IJIGEHEJ_00540	CDS	1326	lysA	4.1.1.20	COG1166	Diaminopimelate decarboxylase
IJIGEHEJ_00541	CDS	195		5.3.2.-		putative tautomerase.1
IJIGEHEJ_00542	CDS	1440	pepDA_2	3.4.13.19	COG4690	Dipeptidase A
IJIGEHEJ_00543	CDS	267				hypothetical protein
IJIGEHEJ_00544	CDS	222				hypothetical protein
IJIGEHEJ_00545	CDS	267				hypothetical protein
IJIGEHEJ_00546	CDS	120				hypothetical protein
IJIGEHEJ_00547	CDS	249				hypothetical protein
IJIGEHEJ_00548	CDS	897	yegS	2.7.1.-		lipid kinase YegS
IJIGEHEJ_00549	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
IJIGEHEJ_00550	CDS	459				Putative universal stress protein
IJIGEHEJ_00551	CDS	486				hypothetical protein
IJIGEHEJ_00552	CDS	249				hypothetical protein
IJIGEHEJ_00553	CDS	282	ycnE_1	1.-.-.-	COG1359	Putative monooxygenase YcnE
IJIGEHEJ_00554	CDS	606		1.14.99.53	COG3397	Lytic chitin monooxygenase
IJIGEHEJ_00555	CDS	1173	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
IJIGEHEJ_00556	CDS	201				hypothetical protein
IJIGEHEJ_00557	CDS	339				hypothetical protein
IJIGEHEJ_00558	CDS	561				hypothetical protein
IJIGEHEJ_00559	CDS	495				hypothetical protein
IJIGEHEJ_00560	CDS	867				hypothetical protein
IJIGEHEJ_00561	CDS	1701	mdtD			Putative multidrug resistance protein MdtD
IJIGEHEJ_00562	CDS	552				hypothetical protein
IJIGEHEJ_00563	CDS	1059	rsgA_1	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
IJIGEHEJ_00564	CDS	501				hypothetical protein
IJIGEHEJ_00565	CDS	888	gltC_1		COG0583	Transcriptional dual regulator GltC
IJIGEHEJ_00566	CDS	726	ydfK_1		COG1811	putative membrane protein YdfK
IJIGEHEJ_00567	CDS	552				hypothetical protein
IJIGEHEJ_00568	CDS	759	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IJIGEHEJ_00569	CDS	771	accA_1	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IJIGEHEJ_00570	CDS	843	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IJIGEHEJ_00571	CDS	1389	accC_1	6.3.4.14	COG0439	Biotin carboxylase
IJIGEHEJ_00572	CDS	414	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IJIGEHEJ_00573	CDS	462	accB_1			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IJIGEHEJ_00574	CDS	1233	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
IJIGEHEJ_00575	CDS	723	fabG_1	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase
IJIGEHEJ_00576	CDS	933	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
IJIGEHEJ_00577	CDS	249	acpP_1		COG0236	Acyl carrier protein
IJIGEHEJ_00578	CDS	987	fabH_1	2.3.1.180	COG0332	Beta-ketoacyl-[acyl-carrier-protein] synthase III
IJIGEHEJ_00579	CDS	444	fabZ_2	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IJIGEHEJ_00580	CDS	987				hypothetical protein
IJIGEHEJ_00581	CDS	813	kdsr_1	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
IJIGEHEJ_00582	CDS	363				hypothetical protein
IJIGEHEJ_00583	CDS	1053		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
IJIGEHEJ_00584	CDS	1134	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
IJIGEHEJ_00585	CDS	1239				hypothetical protein
IJIGEHEJ_00586	CDS	507				hypothetical protein
IJIGEHEJ_00587	CDS	951		1.3.1.103		2-haloacrylate reductase
IJIGEHEJ_00588	CDS	540	rutB	3.5.1.110		Ureidoacrylate amidohydrolase RutB
IJIGEHEJ_00589	CDS	795	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IJIGEHEJ_00590	CDS	1200	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
IJIGEHEJ_00591	CDS	627	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
IJIGEHEJ_00592	CDS	783	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
IJIGEHEJ_00593	CDS	1020	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
IJIGEHEJ_00594	CDS	609	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
IJIGEHEJ_00595	CDS	1437	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
IJIGEHEJ_00596	CDS	156				hypothetical protein
IJIGEHEJ_00597	CDS	1599				hypothetical protein
IJIGEHEJ_00598	CDS	765	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
IJIGEHEJ_00599	CDS	471				hypothetical protein
IJIGEHEJ_00600	CDS	3132				hypothetical protein
IJIGEHEJ_00601	tRNA	72				tRNA-His(gtg)
IJIGEHEJ_00602	CDS	1137	xerC_2			Tyrosine recombinase XerC
IJIGEHEJ_00603	CDS	825				hypothetical protein
IJIGEHEJ_00604	CDS	183				hypothetical protein
IJIGEHEJ_00605	tRNA	93				tRNA-SeC(tca)
IJIGEHEJ_00606	CDS	120				hypothetical protein
IJIGEHEJ_00607	CDS	201				hypothetical protein
IJIGEHEJ_00608	CDS	873				hypothetical protein
IJIGEHEJ_00609	CDS	408				hypothetical protein
IJIGEHEJ_00610	CDS	333				hypothetical protein
IJIGEHEJ_00611	CDS	222				hypothetical protein
IJIGEHEJ_00612	CDS	735				hypothetical protein
IJIGEHEJ_00613	CDS	210				hypothetical protein
IJIGEHEJ_00614	CDS	159				hypothetical protein
IJIGEHEJ_00615	CDS	234				hypothetical protein
IJIGEHEJ_00616	CDS	330				hypothetical protein
IJIGEHEJ_00617	CDS	240				hypothetical protein
IJIGEHEJ_00618	CDS	165				hypothetical protein
IJIGEHEJ_00619	CDS	171				hypothetical protein
IJIGEHEJ_00620	CDS	306				hypothetical protein
IJIGEHEJ_00621	CDS	693				hypothetical protein
IJIGEHEJ_00622	CDS	798				hypothetical protein
IJIGEHEJ_00623	CDS	786				hypothetical protein
IJIGEHEJ_00624	CDS	162				hypothetical protein
IJIGEHEJ_00625	CDS	465				hypothetical protein
IJIGEHEJ_00626	CDS	375				hypothetical protein
IJIGEHEJ_00627	CDS	312				hypothetical protein
IJIGEHEJ_00628	CDS	114				hypothetical protein
IJIGEHEJ_00629	CDS	159				hypothetical protein
IJIGEHEJ_00630	CDS	381				hypothetical protein
IJIGEHEJ_00631	CDS	198				hypothetical protein
IJIGEHEJ_00632	CDS	483				hypothetical protein
IJIGEHEJ_00633	CDS	168				hypothetical protein
IJIGEHEJ_00634	CDS	201				hypothetical protein
IJIGEHEJ_00635	CDS	438				hypothetical protein
IJIGEHEJ_00636	CDS	210				hypothetical protein
IJIGEHEJ_00637	CDS	801				hypothetical protein
IJIGEHEJ_00638	CDS	156				hypothetical protein
IJIGEHEJ_00639	CDS	513				hypothetical protein
IJIGEHEJ_00640	CDS	459				hypothetical protein
IJIGEHEJ_00641	CDS	1791				hypothetical protein
IJIGEHEJ_00642	CDS	1230				hypothetical protein
IJIGEHEJ_00643	CDS	720	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
IJIGEHEJ_00644	CDS	1146				hypothetical protein
IJIGEHEJ_00645	CDS	162				hypothetical protein
IJIGEHEJ_00646	CDS	345				hypothetical protein
IJIGEHEJ_00647	CDS	363				hypothetical protein
IJIGEHEJ_00648	CDS	441				hypothetical protein
IJIGEHEJ_00649	CDS	384				hypothetical protein
IJIGEHEJ_00650	CDS	639				hypothetical protein
IJIGEHEJ_00651	CDS	384				hypothetical protein
IJIGEHEJ_00652	CDS	192				hypothetical protein
IJIGEHEJ_00653	CDS	5142	smc_2			Chromosome partition protein Smc
IJIGEHEJ_00654	CDS	1773				hypothetical protein
IJIGEHEJ_00655	CDS	2358				hypothetical protein
IJIGEHEJ_00656	CDS	3909	smc_3			Chromosome partition protein Smc
IJIGEHEJ_00657	CDS	243				hypothetical protein
IJIGEHEJ_00658	CDS	162				hypothetical protein
IJIGEHEJ_00659	CDS	1101				hypothetical protein
IJIGEHEJ_00660	CDS	246				hypothetical protein
IJIGEHEJ_00661	CDS	1206				hypothetical protein
IJIGEHEJ_00662	CDS	264				hypothetical protein
IJIGEHEJ_00663	CDS	531				hypothetical protein
IJIGEHEJ_00664	tRNA	86				tRNA-Leu(cag)
IJIGEHEJ_00665	CDS	426				hypothetical protein
IJIGEHEJ_00666	CDS	120				hypothetical protein
IJIGEHEJ_00667	CDS	1014				hypothetical protein
IJIGEHEJ_00668	CDS	522				hypothetical protein
IJIGEHEJ_00669	CDS	360				hypothetical protein
IJIGEHEJ_00670	CDS	1857	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
IJIGEHEJ_00671	CDS	2307	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
IJIGEHEJ_00672	CDS	1638				hypothetical protein
IJIGEHEJ_00673	CDS	1176	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
IJIGEHEJ_00674	CDS	624	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
IJIGEHEJ_00675	CDS	957	nrnA_1	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
IJIGEHEJ_00676	CDS	1740	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
IJIGEHEJ_00677	CDS	1776				hypothetical protein
IJIGEHEJ_00678	CDS	1392	mepA_1			Multidrug export protein MepA
IJIGEHEJ_00679	CDS	246				hypothetical protein
IJIGEHEJ_00680	tRNA	71				tRNA-Gly(ccc)
IJIGEHEJ_00681	tRNA	77				tRNA-Asp(gtc)
IJIGEHEJ_00682	CDS	237				hypothetical protein
IJIGEHEJ_00683	CDS	729				hypothetical protein
IJIGEHEJ_00684	CDS	999			COG2826	IS30 family transposase ISSlu1
IJIGEHEJ_00685	CDS	1539	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
IJIGEHEJ_00686	CDS	915	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
IJIGEHEJ_00687	CDS	291	citD			Citrate lyase acyl carrier protein
IJIGEHEJ_00688	CDS	1056	citC	6.2.1.22		[Citrate [pro-3S]-lyase] ligase
IJIGEHEJ_00689	CDS	1161		1.1.1.38		NAD-dependent malic enzyme
IJIGEHEJ_00690	CDS	963	sorC			Sorbitol operon regulator
IJIGEHEJ_00691	CDS	1419	yflS_1		COG0471	Putative malate transporter YflS
IJIGEHEJ_00692	CDS	930	ldh_2	1.1.1.27		L-lactate dehydrogenase
IJIGEHEJ_00693	CDS	312				hypothetical protein
IJIGEHEJ_00694	CDS	942	psaA_1		COG0803	Manganese ABC transporter substrate-binding lipoprotein PsaA
IJIGEHEJ_00695	CDS	876	mntB_1		COG1108	Manganese transport system membrane protein MntB
IJIGEHEJ_00696	CDS	738	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
IJIGEHEJ_00697	CDS	843	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
IJIGEHEJ_00698	CDS	1026	rhaR_2			HTH-type transcriptional activator RhaR
IJIGEHEJ_00699	CDS	933	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
IJIGEHEJ_00700	CDS	612	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
IJIGEHEJ_00701	CDS	327	sufT_1			Fe-S protein maturation auxiliary factor SufT
IJIGEHEJ_00702	CDS	1221	yflS_2		COG0471	Putative malate transporter YflS
IJIGEHEJ_00703	CDS	1080		4.2.3.155	COG0337	2-epi-valiolone synthase
IJIGEHEJ_00704	CDS	996	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
IJIGEHEJ_00705	CDS	894	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IJIGEHEJ_00706	CDS	2013	tkt_1	2.2.1.1		Transketolase
